"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000032548",1.43568940371388,2.62092994540887,5.52452121112259e-10,1.00685965995257e-08
"ENSMUSG00000040498",1.43662690483845,2.40247692812319,6.7658470668346e-15,2.01275000705172e-13
"ENSMUSG00000091562",1.43989298839978,3.78317272113565,2.77163916691187e-23,1.60655064082083e-21
"ENSMUSG00000032827",1.44132672423798,6.7735891109746,6.39969246586293e-20,2.77855373662659e-18
"ENSMUSG00000072571",1.44271025782663,1.86480513171013,8.16184176571417e-11,1.6418588668239e-09
"ENSMUSG00000005373",1.44308698955307,2.65002132994339,1.25307772521773e-09,2.17116471803904e-08
"ENSMUSG00000036466",1.44410511792036,4.63350648406828,1.52111064756011e-20,6.89713275476348e-19
"ENSMUSG00000003847",1.44573626662512,6.97143725042991,1.19977308632078e-12,2.89516059134704e-11
"ENSMUSG00000064127",1.44614205569393,5.93567128892521,9.80700984085955e-23,5.45939730992404e-21
"ENSMUSG00000031955",1.44686704361843,5.5272937484689,9.97094279581371e-24,5.99589581491578e-22
"ENSMUSG00000086503",1.44692347191914,1.87999753816699,2.49006975561239e-05,0.000196635073046779
"ENSMUSG00000000731",1.44937850865907,3.83750712775366,1.22971168095551e-11,2.66437530873693e-10
"ENSMUSG00000042331",1.45412933353682,4.1829505503296,8.0378199765818e-24,4.88569111549526e-22
"ENSMUSG00000031119",1.45845846542361,5.02730143637811,2.3686795560271e-09,3.94604468259625e-08
"ENSMUSG00000018983",1.46210832077778,4.11242248576102,1.06604913229562e-19,4.57546660025354e-18
"ENSMUSG00000047751",1.4658211236538,5.21220906025327,2.34144945351894e-25,1.55796444407222e-23
"ENSMUSG00000087275",1.46627492073024,4.46815684211792,8.88584590236271e-14,2.39619513602083e-12
"ENSMUSG00000002341",1.46709061776552,1.75250898819918,1.87860072349058e-11,4.02378383536221e-10
"ENSMUSG00000045671",1.46755587463661,5.17425064996069,8.08075899356267e-12,1.80293918417881e-10
"ENSMUSG00000030352",1.46898313484839,5.15770984236805,1.1088372737447e-28,9.23620380982156e-27
"ENSMUSG00000057378",1.47540085670057,4.5510247124263,4.08169900970049e-25,2.65310435630532e-23
"ENSMUSG00000086291",1.48215533256914,1.92424006814777,4.26009015955014e-14,1.16556481372607e-12
"ENSMUSG00000064363",1.48333963279347,9.37614350848275,4.45469582737608e-06,4.25961348459558e-05
"ENSMUSG00000072294",1.48681874804441,3.86402219508137,4.53875900215259e-16,1.49938752443508e-14
"ENSMUSG00000010760",1.48695378241952,1.75781650159037,1.74111745383749e-11,3.7507405686595e-10
"ENSMUSG00000059901",1.48850058986032,3.50766783304651,8.46620023705652e-15,2.48570291555354e-13
"ENSMUSG00000037224",1.49235362058076,3.37182361836365,4.14864062285254e-21,2.01954388761805e-19
"ENSMUSG00000024521",1.49395604719804,5.26484223417716,3.01195329831043e-29,2.60533960303852e-27
"ENSMUSG00000041119",1.4940906006517,3.34914639762652,4.02564227448644e-20,1.76141429480934e-18
"ENSMUSG00000028785",1.49491651288376,1.60415886463462,4.34633012964515e-07,5.16098018034421e-06
"ENSMUSG00000010122",1.49860826162865,2.17069901411506,3.13201574608091e-13,7.96821653047055e-12
"ENSMUSG00000029484",1.5002409789404,1.82847079471816,3.38145410756342e-14,9.43534775174955e-13
"ENSMUSG00000022432",1.50415726266,2.89887252085864,9.61070002688378e-14,2.58546224407436e-12
"ENSMUSG00000028763",1.51173719029209,8.46081989358927,3.34958409478462e-06,3.26395781159905e-05
"ENSMUSG00000028184",1.51246213874725,4.25054703518427,2.51346431649201e-27,1.88426041593017e-25
"ENSMUSG00000036915",1.51658409392589,3.66008067715376,9.97295473680171e-16,3.208868116428e-14
"ENSMUSG00000064337",1.51722585748272,14.7600076714582,9.39085402354915e-05,0.000627824931598158
"ENSMUSG00000028885",1.52067916046393,4.61358457455846,1.26964199456571e-22,6.96445084336165e-21
"ENSMUSG00000022113",1.52859312291285,1.29644705919788,1.51531952811526e-11,3.2705888855386e-10
"ENSMUSG00000063254",1.52899581050707,3.35201950141392,0.000176869126278491,0.00109701782956516
"ENSMUSG00000044551",1.53309564238411,1.83975518788468,9.3439156069416e-10,1.64948714285806e-08
"ENSMUSG00000041757",1.53373332850231,3.35374419802847,3.41918208626066e-15,1.05338911123291e-13
"ENSMUSG00000040721",1.54757228319611,6.45008153140313,1.08069332669223e-06,1.17869994749312e-05
"ENSMUSG00000033788",1.55306993310121,2.26276808351285,4.44322730366674e-12,1.02385432437976e-10
"ENSMUSG00000025810",1.55398935132322,1.41005760764392,7.01908879043071e-12,1.57859306896787e-10
"ENSMUSG00000059834",1.56313262631189,4.44538162882999,2.14010564793286e-21,1.06484460225686e-19
"ENSMUSG00000037989",1.56661478812538,1.05695106828092,6.9260921767889e-06,6.35489070522381e-05
"ENSMUSG00000028487",1.56840426358005,5.07455546214851,2.59011496135343e-23,1.50911102281965e-21
"ENSMUSG00000038576",1.57437622885988,2.18947315986005,3.19470224319482e-09,5.25210917028154e-08
"ENSMUSG00000046774",1.57462173892135,1.44161847216334,2.11119115236275e-10,4.03061876202362e-09
"ENSMUSG00000001288",1.58726038591415,6.5680285196099,2.48752345014196e-29,2.16838768967801e-27
"ENSMUSG00000006649",1.59522941469094,5.32069640817763,1.64856414667017e-15,5.22200107867778e-14
"ENSMUSG00000040761",1.59763271100499,7.08091489315525,7.9468722584606e-07,8.96314729652853e-06
"ENSMUSG00000006494",1.59977998318054,6.05921295104208,2.41469175792902e-25,1.59724757752422e-23
"ENSMUSG00000067860",1.60170813662316,6.31027765799009,1.99260795120592e-22,1.07209934982347e-20
"ENSMUSG00000028874",1.60419654223531,1.8978008266443,3.93361239425236e-14,1.081502967564e-12
"ENSMUSG00000087141",1.60531594241028,2.89041600799302,3.1086563168699e-23,1.79265847606164e-21
"ENSMUSG00000025092",1.61733328823184,1.91115763685281,1.37177469620591e-16,4.70292879842545e-15
"ENSMUSG00000029716",1.61977564415675,1.59888747812974,1.10343093840001e-11,2.41872922072282e-10
"ENSMUSG00000031827",1.62670674912596,3.02020992524786,9.73236251953017e-18,3.6757464280803e-16
"ENSMUSG00000041046",1.62782167926112,1.46286340735185,9.6555183051553e-09,1.49967269808662e-07
"ENSMUSG00000041235",1.63835217786831,6.37501081166232,1.47437500425705e-25,1.01093578797991e-23
"ENSMUSG00000048490",1.64026765038755,5.93516307354836,1.15657817768864e-25,7.97897031172318e-24
"ENSMUSG00000007817",1.65155591735269,5.10524651695587,3.2899925568923e-08,4.73094198238541e-07
"ENSMUSG00000045215",1.65569186151343,2.91040962761921,1.19324894869566e-11,2.5953741640392e-10
"ENSMUSG00000020674",1.6565044809968,3.00896714093234,8.33804118699152e-27,6.12818778743265e-25
"ENSMUSG00000042677",1.65743689518185,3.36357956382676,1.35251685097829e-18,5.39328084725207e-17
"ENSMUSG00000028483",1.66250761541334,5.71532838825213,1.88220517386712e-27,1.43009440406323e-25
"ENSMUSG00000036885",1.66571550328241,5.35232946366194,1.97827272366408e-40,3.08162184821817e-38
"ENSMUSG00000027070",1.66600062867066,8.04730085681578,1.78897028061438e-31,1.71939921414604e-29
"ENSMUSG00000030465",1.66738507168538,1.74729068458155,4.78702476918082e-13,1.20156458771068e-11
"ENSMUSG00000034663",1.66761087448426,3.52265772463887,2.41843562308119e-28,1.95649702025525e-26
"ENSMUSG00000040430",1.66771431441383,6.2191010016367,8.44818702026971e-34,9.40592703395375e-32
"ENSMUSG00000022197",1.67698947632511,4.12599100359111,7.64725132563962e-19,3.10445274934359e-17
"ENSMUSG00000041075",1.68239374578014,5.82824571709546,1.6740644461481e-35,2.02417792440165e-33
"ENSMUSG00000032394",1.68351497216419,3.93313931183062,1.84728089093972e-21,9.27351500831123e-20
"ENSMUSG00000064179",1.68557499444583,2.27931534383064,5.27589461266942e-19,2.16523485107546e-17
"ENSMUSG00000006345",1.68659159922531,3.09804691602603,2.28865664255768e-24,1.43776223159559e-22
"ENSMUSG00000091415",1.68663814140157,1.25612831453069,9.75136382281398e-13,2.39419402156208e-11
"ENSMUSG00000024486",1.70124430526478,4.91662141630555,7.6893644213631e-38,1.04176991467745e-35
"ENSMUSG00000087580",1.70490223690055,2.88559956058712,1.884633108784e-11,4.0290302867445e-10
"ENSMUSG00000014786",1.71452636103963,2.72680944475791,2.25285655747346e-19,9.45275074208547e-18
"ENSMUSG00000066129",1.73485600215261,3.1034376296091,1.2581068269332e-21,6.41315259226205e-20
"ENSMUSG00000022469",1.73688867970496,3.80893403280885,1.26038837073358e-21,6.41315259226205e-20
"ENSMUSG00000020661",1.74033982486536,6.59502056238378,6.03472569934196e-37,7.7114193737614e-35
"ENSMUSG00000006576",1.74539818049488,2.76328906070821,2.72568191589784e-16,9.17673447433271e-15
"ENSMUSG00000043496",1.7719192044642,1.7430538981802,2.02192809622521e-16,6.8690578374781e-15
"ENSMUSG00000020798",1.78061113813242,2.67776414598672,2.38926627932224e-13,6.14812341212325e-12
"ENSMUSG00000038872",1.78513245303899,5.60961943788977,5.32815114145958e-08,7.33354462493427e-07
"ENSMUSG00000066026",1.79449790281541,3.59603750123757,3.33474059861025e-33,3.50459420853946e-31
"ENSMUSG00000061259",1.79729331840146,1.76874035834931,1.33785176108482e-15,4.27390427653373e-14
"ENSMUSG00000086416",1.79752296163819,1.79485404568791,2.24866112628244e-17,8.22412634074091e-16
"ENSMUSG00000026389",1.81079488176731,5.56937244206821,1.96028351576386e-34,2.24932531987394e-32
"ENSMUSG00000028909",1.8171760282968,2.05626785435158,4.21266679128012e-18,1.61677263030529e-16
"ENSMUSG00000043279",1.82534052523367,4.91467293793175,8.16820072086194e-40,1.20857127771174e-37
"ENSMUSG00000027351",1.82597721071082,5.91507409708622,2.53132979889818e-31,2.41227149056017e-29
"ENSMUSG00000069814",1.83773009209071,3.19026868246153,5.03266733733271e-28,3.95750658799345e-26
"ENSMUSG00000038738",1.83868427503329,1.21246855026959,7.24123128620591e-05,0.000497723996414336
"ENSMUSG00000079445",1.8417909672212,6.16773147236145,1.85280972629028e-30,1.70777421083068e-28
"ENSMUSG00000034486",1.84582910806608,2.80773141665832,8.21557172821416e-28,6.41556278359501e-26
"ENSMUSG00000028977",1.84679438903938,3.09497414569244,4.94809279563259e-12,1.13092080257903e-10
"ENSMUSG00000005360",1.8557357383998,4.45018616817531,4.0740501365562e-45,8.18083817599545e-43
"ENSMUSG00000002228",1.85864553183282,3.81324908831929,2.02522795637894e-23,1.19861517734111e-21
"ENSMUSG00000044664",1.86011491527442,1.3195058630931,1.49324462999301e-10,2.90511001111962e-09
"ENSMUSG00000032776",1.88453190516407,2.62759914886866,1.1992035153044e-22,6.61031545568527e-21
"ENSMUSG00000010660",1.88609411900839,4.25253106795084,3.95436905699379e-37,5.11113563745921e-35
"ENSMUSG00000024266",1.89152462151249,2.9650009146817,5.04308703000274e-17,1.8003020207105e-15
"ENSMUSG00000030592",1.89533669089232,5.02620245659548,5.93621196806101e-19,2.42737103930349e-17
"ENSMUSG00000068079",1.89924130676504,2.63711766226634,1.52808065129834e-26,1.09447560024521e-24
"ENSMUSG00000075012",1.90655453446108,2.25057329933203,5.18802376444026e-22,2.72613678650144e-20
"ENSMUSG00000044006",1.90967772160414,3.45960062745599,4.77059180934621e-39,6.70566311201227e-37
"ENSMUSG00000020160",1.91484506133376,2.68523955904733,3.83161263011148e-25,2.51967742839787e-23
"ENSMUSG00000033644",1.91648218935899,2.96831994801318,9.16661304915108e-19,3.69457217697863e-17
"ENSMUSG00000041329",1.92043231828741,3.60264467338353,9.98758417741041e-16,3.208868116428e-14
"ENSMUSG00000040631",1.94726609113471,1.41539112392158,2.60713959601145e-18,1.0215081796916e-16
"ENSMUSG00000059325",1.95525555952428,1.46262657671753,5.41876916915048e-15,1.62925292264966e-13
"ENSMUSG00000031383",1.95547493393979,6.43300884235,2.21841837503097e-33,2.37582044068793e-31
"ENSMUSG00000002190",1.95721232686291,3.63899231337008,2.23220574924795e-41,3.63784835511496e-39
"ENSMUSG00000022102",1.958258472285,2.91234371920796,1.04455147426607e-32,1.07761296588275e-30
"ENSMUSG00000038384",1.96016066685789,4.01388944438958,1.12654530369226e-07,1.48511159906442e-06
"ENSMUSG00000026873",1.96229977749333,1.95348933967751,7.78814180439471e-20,3.35546569311948e-18
"ENSMUSG00000051243",1.96569353953174,3.87470565443978,3.54084822146414e-39,5.04010610764104e-37
"ENSMUSG00000049871",1.97560721669699,1.4337075952146,4.5224632517702e-10,8.32325683570472e-09
"ENSMUSG00000047250",1.97737071343878,1.32605112833823,3.19687341750125e-14,8.9872103949504e-13
"ENSMUSG00000050623",1.98192689826166,1.8727246772397,2.58070408587738e-20,1.1425203718776e-18
"ENSMUSG00000069805",1.99030749122603,1.09452066048904,3.11498669479028e-12,7.25217916830574e-11
"ENSMUSG00000069806",1.99690791284228,2.67789652295051,1.38307648243009e-22,7.54985196355648e-21
"ENSMUSG00000068748",2.00232683941106,1.19276450194866,1.84897099718879e-15,5.82399968162126e-14
"ENSMUSG00000029844",2.00335226917726,2.80113356094165,9.26492173363274e-26,6.47105868911181e-24
"ENSMUSG00000039062",2.00840768208744,3.24773647203874,1.47523827280721e-22,8.01403593126429e-21
"ENSMUSG00000034037",2.01580910833461,1.2246422581472,1.36690638780903e-10,2.68252396700044e-09
"ENSMUSG00000074788",2.02474309458225,2.38307093727493,4.2525149861319e-30,3.88776674951652e-28
"ENSMUSG00000028978",2.03571476412166,1.2608189499387,7.92374311378236e-17,2.75859106236788e-15
"ENSMUSG00000001946",2.04432619882766,1.07692001200658,1.69930060326139e-09,2.89524777025369e-08
"ENSMUSG00000025952",2.07189485329534,1.90214718690826,2.9763811209316e-19,1.23960761869911e-17
"ENSMUSG00000051375",2.08885302190191,2.25891138521013,2.06127046856933e-23,1.21355949838022e-21
"ENSMUSG00000000958",2.10332672045149,6.30952868407445,2.5467528745539e-48,5.72764721487171e-46
"ENSMUSG00000058806",2.1066618203745,3.05506959324019,2.94657842385222e-28,2.36673388401559e-26
"ENSMUSG00000015653",2.10703446024401,5.93334244228905,2.76102340751118e-52,7.22039725987518e-50
"ENSMUSG00000015468",2.12230640071735,5.86936326117363,1.62933126994636e-33,1.7617144356295e-31
"ENSMUSG00000030310",2.12273388142475,4.51191419429608,1.16218928739958e-54,3.35097911200214e-52
"ENSMUSG00000083909",2.12737609532075,1.03846578012574,1.13592283301528e-08,1.74262650167214e-07
"ENSMUSG00000032420",2.1572362518683,4.90904160952769,2.29698215399848e-42,3.91357035177469e-40
"ENSMUSG00000027168",2.1807532626601,1.7352584680701,5.87851076320658e-22,3.07459783870968e-20
"ENSMUSG00000003410",2.19499518435145,1.85913782321221,4.97967213782742e-20,2.17040361201044e-18
"ENSMUSG00000039115",2.19718407518754,4.77286253207804,1.59628114439672e-50,3.90221336276981e-48
"ENSMUSG00000029205",2.19938180625112,1.42448331027621,1.57035318702618e-22,8.48972191736027e-21
"ENSMUSG00000023927",2.20986704786465,2.757613101705,3.12011107794877e-33,3.30996689354094e-31
"ENSMUSG00000048388",2.21152802267927,2.62707752000168,8.25480751490366e-35,9.56961963970017e-33
"ENSMUSG00000034224",2.21505733391237,1.87450970586353,2.75820563264649e-18,1.07694522010798e-16
"ENSMUSG00000042745",2.22897533823926,2.97147129234129,4.31588374041388e-35,5.10864343799517e-33
"ENSMUSG00000053702",2.23117694852696,1.98131134125905,4.14493702975698e-19,1.71359620954475e-17
"ENSMUSG00000036390",2.23284989441238,4.04218985431757,3.94408001562978e-49,9.43642122888444e-47
"ENSMUSG00000076431",2.2396335540368,3.33953826380462,4.65008201123043e-31,4.39413211901564e-29
"ENSMUSG00000073867",2.24751184202321,1.6751795175757,0.000249315480914124,0.00146911653506379
"ENSMUSG00000031160",2.25816348135299,3.62467719310332,2.00051929675346e-40,3.08162184821817e-38
"ENSMUSG00000068699",2.25819111868384,4.13100329006394,2.65512213995326e-37,3.51257040750287e-35
"ENSMUSG00000020437",2.28633881325194,2.57632339587464,3.50403879524112e-33,3.64841817152652e-31
"ENSMUSG00000031075",2.29183095295806,3.48476520179655,5.2849382467426e-44,9.74248042370828e-42
"ENSMUSG00000043557",2.31137074681286,3.3254850348351,1.28182059142702e-28,1.05985827577918e-26
"ENSMUSG00000085412",2.31354303141781,3.90316135250602,9.11710124403211e-49,2.13587090602377e-46
"ENSMUSG00000004044",2.32470840560301,2.8636595514017,1.06421543164141e-44,2.06329353944959e-42
"ENSMUSG00000037035",2.3264248903029,4.53787312180217,4.18747015088294e-61,1.62372764988547e-58
"ENSMUSG00000001025",2.33335235508687,3.18103373443217,1.88226188904593e-43,3.35968808608277e-41
"ENSMUSG00000044646",2.33646632992607,3.60786932217599,8.07519711833709e-29,6.8274880899023e-27
"ENSMUSG00000022012",2.3428709556173,5.33318429298264,1.83562637310802e-69,8.97461676765205e-67
"ENSMUSG00000028289",2.35623574438505,3.78552609922382,1.87202857447826e-56,6.19145921176706e-54
"ENSMUSG00000001986",2.37809189120065,1.6980451566117,1.68403695558909e-20,7.60521910265032e-19
"ENSMUSG00000071176",2.38265607357979,3.71278544760977,7.4457018260864e-56,2.32574769539838e-53
"ENSMUSG00000085011",2.39089998193615,2.44185407296835,1.79856429195798e-16,6.12874407971741e-15
"ENSMUSG00000021835",2.39408615841662,4.40028759853579,6.58636879191063e-54,1.85159292662587e-51
"ENSMUSG00000034758",2.41904739954761,4.93074196286119,1.35164444579559e-65,6.07969671718857e-63
"ENSMUSG00000001123",2.44586655464015,2.53900174888133,5.82506458458429e-38,7.98815259190858e-36
"ENSMUSG00000015652",2.4545355835465,4.54673347720784,1.34710542549308e-61,5.4100716105963e-59
"ENSMUSG00000020695",2.52864830182113,1.18199264660747,4.71708485208697e-21,2.25717528347736e-19
"ENSMUSG00000047793",2.57789424599265,2.72234312273808,6.8433815569115e-36,8.3645462616815e-34
"ENSMUSG00000029765",2.58492883367595,1.83360079559889,1.26323324524806e-30,1.17397172254665e-28
"ENSMUSG00000085936",2.58613036833608,2.0228964101004,6.06127461939164e-25,3.91718581006086e-23
"ENSMUSG00000042284",2.63174498175227,1.46110917580041,6.29559689877735e-29,5.3631808429357e-27
"ENSMUSG00000022098",2.63340295951103,2.51280042346764,5.60928516598229e-45,1.10660371388545e-42
"ENSMUSG00000025964",2.64588139076772,6.19690982490441,3.36482104989528e-58,1.18241914706476e-55
"ENSMUSG00000020205",2.6775526773047,2.02537867257301,3.4388649491358e-28,2.74255576971858e-26
"ENSMUSG00000079110",2.7046248882184,2.39746713317464,6.61219921381656e-36,8.26157557326302e-34
"ENSMUSG00000051457",2.71858591756927,1.51843631380186,5.90784102498067e-27,4.37063633723077e-25
"ENSMUSG00000039193",2.72388292883732,2.61024729854658,1.22137234403182e-36,1.54318337175706e-34
